"Date","Period","Temp"
37227,39,14.5
37227,40,14.3
37227,41,14.1
37227,42,14
37227,43,13.9
37227,44,13.95
37227,45,14
37227,46,13.85
37227,47,13.7
37227,48,13.7
37228,1,13.7
37228,2,13.8
37228,3,13.9
37228,4,14
37228,5,14.1
37228,6,14.15
37228,7,14.2
37228,8,14.35
37228,9,14.5
37228,10,14.75
37228,11,15
37228,12,15.4
37228,13,15.8
37228,14,15.75
37228,15,15.7
37228,16,15.7
37228,17,15.7
37228,18,15.55
37228,19,15.4
37228,20,15.65
37228,21,15.9
37228,22,16.05
37228,23,16.2
37228,24,16
37228,25,15.8
37228,26,15.35
37228,27,14.9
37228,28,15.05
37228,29,15.2
37228,30,15.15
37228,31,15.1
37228,32,14.85
37228,33,14.6
37228,34,14.6
37228,35,14.6
37228,36,14.3
37228,37,14
37228,38,13.85
37228,39,13.7
37228,40,13.45
37228,41,13.2
37228,42,13.05
37228,43,12.9
37228,44,12.7
37228,45,12.5
37228,46,12.3
37228,47,12.1
37228,48,12.05
37229,1,12
37229,2,12
37229,3,12
37229,4,11.9
37229,5,11.8
37229,6,11.9
37229,7,12
37229,8,12.05
37229,9,12.1
37229,10,12.15
37229,11,12.2
37229,12,12.25
37229,13,12.3
37229,14,12.3
37229,15,12.3
37229,16,12.35
37229,17,12.4
37229,18,12.55
37229,19,12.7
37229,20,12.8
37229,21,12.9
37229,22,13.15
37229,23,13.4
37229,24,13.55
37229,25,13.7
37229,26,14.5
37229,27,15.3
37229,28,15.2
37229,29,15.1
37229,30,14.95
37229,31,14.8
37229,32,14.65
37229,33,14.5
37229,34,14.3
37229,35,14.1
37229,36,14
37229,37,13.9
37229,38,13.7
37229,39,13.5
37229,40,13.25
37229,41,13
37229,42,12.95
37229,43,12.9
37229,44,12.7
37229,45,12.5
37229,46,12.5
37229,47,12.5
37229,48,12.6
37230,1,12.7
37230,2,12.75
37230,3,12.8
37230,4,12.65
37230,5,12.5
37230,6,12.5
37230,7,12.5
37230,8,12.35
37230,9,12.2
37230,10,12.35
37230,11,12.5
37230,12,13.15
37230,13,13.8
37230,14,14.2
37230,15,14.6
37230,16,15.05
37230,17,15.5
37230,18,15.95
37230,19,16.4
37230,20,16.7
37230,21,17
37230,22,17.35
37230,23,17.7
37230,24,17.6
37230,25,17.5
37230,26,17.9
37230,27,18.3
37230,28,18.7
37230,29,19.1
37230,30,18.8
37230,31,18.5
37230,32,18.45
37230,33,18.4
37230,34,18.45
37230,35,18.5
37230,36,17.7
37230,37,16.9
37230,38,16.2
37230,39,15.5
37230,40,15.1
37230,41,14.7
37230,42,14.45
37230,43,14.2
37230,44,13.95
37230,45,13.7
37230,46,13.4
37230,47,13.1
37230,48,13
37231,1,12.9
37231,2,12.8
37231,3,12.7
37231,4,12.65
37231,5,12.6
37231,6,12.55
37231,7,12.5
37231,8,12.35
37231,9,12.2
37231,10,12.3
37231,11,12.4
37231,12,12.55
37231,13,12.7
37231,14,12.95
37231,15,13.2
37231,16,13.4
37231,17,13.6
37231,18,13.7
37231,19,13.8
37231,20,14.05
37231,21,14.3
37231,22,13.9
37231,23,13.5
37231,24,13.75
37231,25,14
37231,26,14.1
37231,27,14.2
37231,28,14.35
37231,29,14.5
37231,30,14.45
37231,31,14.4
37231,32,14.2
37231,33,14
37231,34,14.1
37231,35,14.2
37231,36,14.15
37231,37,14.1
37231,38,13.7
37231,39,13.3
37231,40,13.25
37231,41,13.2
37231,42,12.9
37231,43,12.6
37231,44,12.45
37231,45,12.3
37231,46,12.25
37231,47,12.2
37231,48,12.3
37232,1,12.4
37232,2,12.1
37232,3,11.8
37232,4,11.65
37232,5,11.5
37232,6,11.5
37232,7,11.5
37232,8,11.5
37232,9,11.5
37232,10,11.65
37232,11,11.8
37232,12,11.95
37232,13,12.1
37232,14,12.15
37232,15,12.2
37232,16,12.75
37232,17,13.3
37232,18,13.9
37232,19,14.5
37232,20,14.7
37232,21,14.9
37232,22,14.95
37232,23,15
37232,24,14.65
37232,25,14.3
37232,26,14
37232,27,13.7
37232,28,14.1
37232,29,14.5
37232,30,14.45
37232,31,14.4
37232,32,14.8
37232,33,15.2
37232,34,14.95
37232,35,14.7
37232,36,14.35
37232,37,14
37232,38,13.35
37232,39,12.7
37232,40,12.35
37232,41,12
37232,42,11.95
37232,43,11.9
37232,44,11.7
37232,45,11.5
37232,46,11.55
37232,47,11.6
37232,48,11.65
37233,1,11.7
37233,2,11.7
37233,3,11.7
37233,4,11.45
37233,5,11.2
37233,6,10.9
37233,7,10.6
37233,8,10.6
37233,9,10.6
37233,10,10.75
37233,11,10.9
37233,12,12.05
37233,13,13.2
37233,14,13.6
37233,15,14
37233,16,13.7
37233,17,13.4
37233,18,13.85
37233,19,14.3
37233,20,15
37233,21,15.7
37233,22,15.15
37233,23,14.6
37233,24,14.75
37233,25,14.9
37233,26,14.9
37233,27,14.9
37233,28,15.5
37233,29,16.1
37233,30,16.1
37233,31,16.1
37233,32,16.2
37233,33,16.3
37233,34,16.15
37233,35,16
37233,36,15.4
37233,37,14.8
37233,38,14.6
37233,39,14.4
37233,40,14.1
37233,41,13.8
37233,42,13.7
37233,43,13.6
37233,44,13.6
37233,45,13.6
37233,46,13.45
37233,47,13.3
37233,48,13.2
37234,1,13.1
37234,2,13.15
37234,3,13.2
37234,4,13.1
37234,5,13
37234,6,13.15
37234,7,13.3
37234,8,13.45
37234,9,13.6
37234,10,13.35
37234,11,13.1
37234,12,13.3
37234,13,13.5
37234,14,13.75
37234,15,14
37234,16,14.2
37234,17,14.4
37234,18,14.55
37234,19,14.7
37234,20,14.7
37234,21,14.7
37234,22,14.75
37234,23,14.8
37234,24,14.7
37234,25,14.6
37234,26,14.95
37234,27,15.3
37234,28,15.5
37234,29,15.7
37234,30,15.6
37234,31,15.5
37234,32,15.35
37234,33,15.2
37234,34,15.35
37234,35,15.5
37234,36,15.35
37234,37,15.2
37234,38,14.6
37234,39,14
37234,40,13.8
37234,41,13.6
37234,42,13.5
37234,43,13.4
37234,44,13.45
37234,45,13.5
37234,46,13.85
37234,47,14.2
37234,48,14.1
37235,1,14
37235,2,13.9
37235,3,13.8
37235,4,13.6
37235,5,13.4
37235,6,13.05
37235,7,12.7
37235,8,12.85
37235,9,13
37235,10,12.8
37235,11,12.6
37235,12,12.65
37235,13,12.7
37235,14,12.65
37235,15,12.6
37235,16,12.6
37235,17,12.6
37235,18,13.05
37235,19,13.5
37235,20,13.9
37235,21,14.3
37235,22,14.35
37235,23,14.4
37235,24,14.55
37235,25,14.7
37235,26,14.7
37235,27,14.7
37235,28,15.5
37235,29,16.3
37235,30,15.75
37235,31,15.2
37235,32,15.55
37235,33,15.9
37235,34,15.6
37235,35,15.3
37235,36,15.1
37235,37,14.9
37235,38,14.95
37235,39,15
37235,40,14.7
37235,41,14.4
37235,42,13.5
37235,43,12.6
37235,44,13.1
37235,45,13.6
37235,46,13.35
37235,47,13.1
37235,48,13
37236,1,12.9
37236,2,12.95
37236,3,13
37236,4,13.05
37236,5,13.1
37236,6,13.25
37236,7,13.4
37236,8,12.9
37236,9,12.4
37236,10,12.5
37236,11,12.6
37236,12,12.15
37236,13,11.7
37236,14,12.15
37236,15,12.6
37236,16,12.35
37236,17,12.1
37236,18,12.6
37236,19,13.1
37236,20,12.9
37236,21,12.7
37236,22,12.9
37236,23,13.1
37236,24,13.1
37236,25,13.1
37236,26,13.3
37236,27,13.5
37236,28,13.35
37236,29,13.2
37236,30,13.35
37236,31,13.5
37236,32,13.5
37236,33,13.5
37236,34,13.6
37236,35,13.7
37236,36,13.6
37236,37,13.5
37236,38,13.35
37236,39,13.2
37236,40,12.9
37236,41,12.6
37236,42,12.6
37236,43,12.6
37236,44,12.5
37236,45,12.4
37236,46,12.55
37236,47,12.7
37236,48,12.6
37237,1,12.5
37237,2,12.5
37237,3,12.5
37237,4,12
37237,5,11.5
37237,6,11.45
37237,7,11.4
37237,8,11.55
37237,9,11.7
37237,10,11.75
37237,11,11.8
37237,12,12.2
37237,13,12.6
37237,14,13
37237,15,13.4
37237,16,13.6
37237,17,13.8
37237,18,14.05
37237,19,14.3
37237,20,14
37237,21,13.7
37237,22,13.85
37237,23,14
37237,24,14.15
37237,25,14.3
37237,26,14.5
37237,27,14.7
37237,28,15
37237,29,15.3
37237,30,15.45
37237,31,15.6
37237,32,16.35
37237,33,17.1
37237,34,16.35
37237,35,15.6
37237,36,15.65
37237,37,15.7
37237,38,15.2
37237,39,14.7
37237,40,14.05
37237,41,13.4
37237,42,13.1
37237,43,12.8
37237,44,12.7
37237,45,12.6
37237,46,12.75
37237,47,12.9
37237,48,13.1
37238,1,13.3
37238,2,13.4
37238,3,13.5
37238,4,13.45
37238,5,13.4
37238,6,13.2
37238,7,13
37238,8,12.95
37238,9,12.9
37238,10,12.75
37238,11,12.6
37238,12,13.1
37238,13,13.6
37238,14,13.6
37238,15,13.6
37238,16,13.8
37238,17,14
37238,18,14.25
37238,19,14.5
37238,20,14.3
37238,21,14.1
37238,22,14.3
37238,23,14.5
37238,24,14.6
37238,25,14.7
37238,26,14.85
37238,27,15
37238,28,15.2
37238,29,15.4
37238,30,15.4
37238,31,15.4
37238,32,16.15
37238,33,16.9
37238,34,16.65
37238,35,16.4
37238,36,15.95
37238,37,15.5
37238,38,14.9
37238,39,14.3
37238,40,14.2
37238,41,14.1
37238,42,14.15
37238,43,14.2
37238,44,14.1
37238,45,14
37238,46,13.9
37238,47,13.8
37238,48,13.75
37239,1,13.7
37239,2,13.65
37239,3,13.6
37239,4,13.5
37239,5,13.4
37239,6,13.4
37239,7,13.4
37239,8,13.3
37239,9,13.2
37239,10,13.15
37239,11,13.1
37239,12,13.15
37239,13,13.2
37239,14,13.3
37239,15,13.4
37239,16,13.6
37239,17,13.8
37239,18,13.9
37239,19,14
37239,20,14.05
37239,21,14.1
37239,22,14.2
37239,23,14.3
37239,24,14.45
37239,25,14.6
37239,26,14.8
37239,27,15
37239,28,15.2
37239,29,15.4
37239,30,15.65
37239,31,15.9
37239,32,16.65
37239,33,17.4
37239,34,16.8
37239,35,16.2
37239,36,15.75
37239,37,15.3
37239,38,14.95
37239,39,14.6
37239,40,14.5
37239,41,14.4
37239,42,14.25
37239,43,14.1
37239,44,13.95
37239,45,13.8
37239,46,13.6
37239,47,13.4
37239,48,13.15
37240,1,12.9
37240,2,12.65
37240,3,12.4
37240,4,12.75
37240,5,13.1
37240,6,13.1
37240,7,13.1
37240,8,13.15
37240,9,13.2
37240,10,13.25
37240,11,13.3
37240,12,13.55
37240,13,13.8
37240,14,13.95
37240,15,14.1
37240,16,14.4
37240,17,14.7
37240,18,14.9
37240,19,15.1
37240,20,15.9
37240,21,16.7
37240,22,16.3
37240,23,15.9
37240,24,16.3
37240,25,16.7
37240,26,16.7
37240,27,16.7
37240,28,16.7
37240,29,16.7
37240,30,16.85
37240,31,17
37240,32,16.4
37240,33,15.8
37240,34,15.95
37240,35,16.1
37240,36,15.8
37240,37,15.5
37240,38,14.75
37240,39,14
37240,40,13.5
37240,41,13
37240,42,12.55
37240,43,12.1
37240,44,11.9
37240,45,11.7
37240,46,11.85
37240,47,12
37240,48,12.15
37241,1,12.3
37241,2,12.55
37241,3,12.8
37241,4,12.9
37241,5,13
37241,6,13.1
37241,7,13.2
37241,8,13.1
37241,9,13
37241,10,12.9
37241,11,12.8
37241,12,12.95
37241,13,13.1
37241,14,13.1
37241,15,13.1
37241,16,13.3
37241,17,13.5
37241,18,13.7
37241,19,13.9
37241,20,13.95
37241,21,14
37241,22,14.2
37241,23,14.4
37241,24,14.45
37241,25,14.5
37241,26,14.5
37241,27,14.5
37241,28,14.6
37241,29,14.7
37241,30,14.75
37241,31,14.8
37241,32,15.05
37241,33,15.3
37241,34,15.3
37241,35,15.3
37241,36,15.6
37241,37,15.9
37241,38,15
37241,39,14.1
37241,40,13.75
37241,41,13.4
37241,42,13.35
37241,43,13.3
37241,44,13.35
37241,45,13.4
37241,46,12.95
37241,47,12.5
37241,48,12.45
37242,1,12.4
37242,2,12.3
37242,3,12.2
37242,4,12
37242,5,11.8
37242,6,11.9
37242,7,12
37242,8,12
37242,9,12
37242,10,12.3
37242,11,12.6
37242,12,12.85
37242,13,13.1
37242,14,13.75
37242,15,14.4
37242,16,14.45
37242,17,14.5
37242,18,14.65
37242,19,14.8
37242,20,14.85
37242,21,14.9
37242,22,15.1
37242,23,15.3
37242,24,15.25
37242,25,15.2
37242,26,15.65
37242,27,16.1
37242,28,17.15
37242,29,18.2
37242,30,18.05
37242,31,17.9
37242,32,18.25
37242,33,18.6
37242,34,18.1
37242,35,17.6
37242,36,17
37242,37,16.4
37242,38,15.85
37242,39,15.3
37242,40,15.05
37242,41,14.8
37242,42,14.55
37242,43,14.3
37242,44,14.1
37242,45,13.9
37242,46,13.95
37242,47,14
37242,48,13.7
37243,1,13.4
37243,2,13.05
37243,3,12.7
37243,4,12.5
37243,5,12.3
37243,6,12.65
37243,7,13
37243,8,12.85
37243,9,12.7
37243,10,12.55
37243,11,12.4
37243,12,13.35
37243,13,14.3
37243,14,14.6
37243,15,14.9
37243,16,15.35
37243,17,15.8
37243,18,16.2
37243,19,16.6
37243,20,16.05
37243,21,15.5
37243,22,15.65
37243,23,15.8
37243,24,16.55
37243,25,17.3
37243,26,17.35
37243,27,17.4
37243,28,17.4
37243,29,17.4
37243,30,17.95
37243,31,18.5
37243,32,18.6
37243,33,18.7
37243,34,18.2
37243,35,17.7
37243,36,17.35
37243,37,17
37243,38,16.3
37243,39,15.6
37243,40,15.05
37243,41,14.5
37243,42,14.2
37243,43,13.9
37243,44,13.45
37243,45,13
37243,46,12.65
37243,47,12.3
37243,48,12.05
37244,1,11.8
37244,2,11.65
37244,3,11.5
37244,4,11.45
37244,5,11.4
37244,6,11.6
37244,7,11.8
37244,8,11.75
37244,9,11.7
37244,10,11.2
37244,11,10.7
37244,12,11.7
37244,13,12.7
37244,14,13.6
37244,15,14.5
37244,16,15
37244,17,15.5
37244,18,16
37244,19,16.5
37244,20,16.25
37244,21,16
37244,22,16
37244,23,16
37244,24,16.3
37244,25,16.6
37244,26,17.45
37244,27,18.3
37244,28,19.95
37244,29,21.6
37244,30,21.2
37244,31,20.8
37244,32,23
37244,33,25.2
37244,34,24.95
37244,35,24.7
37244,36,23.35
37244,37,22
37244,38,21.45
37244,39,20.9
37244,40,20.65
37244,41,20.4
37244,42,20.5
37244,43,20.6
37244,44,20.25
37244,45,19.9
37244,46,19.55
37244,47,19.2
37244,48,18.85
37245,1,18.5
37245,2,18.5
37245,3,18.5
37245,4,18.8
37245,5,19.1
37245,6,18.85
37245,7,18.6
37245,8,18.25
37245,9,17.9
37245,10,17.8
37245,11,17.7
37245,12,17.8
37245,13,17.9
37245,14,18
37245,15,18.1
37245,16,17.95
37245,17,17.8
37245,18,18.45
37245,19,19.1
37245,20,19.1
37245,21,19.1
37245,22,20.05
37245,23,21
37245,24,21.7
37245,25,22.4
37245,26,20.25
37245,27,18.1
37245,28,18.1
37245,29,18.1
37245,30,18.1
37245,31,18.1
37245,32,18.4
37245,33,18.7
37245,34,19
37245,35,19.3
37245,36,18.9
37245,37,18.5
37245,38,17.75
37245,39,17
37245,40,16.45
37245,41,15.9
37245,42,15.85
37245,43,15.8
37245,44,15.8
37245,45,15.8
37245,46,15.8
37245,47,15.8
37245,48,15.7
37246,1,15.6
37246,2,15.65
37246,3,15.7
37246,4,15.7
37246,5,15.7
37246,6,15.6
37246,7,15.5
37246,8,15.5
37246,9,15.5
37246,10,15.5
37246,11,15.5
37246,12,15.65
37246,13,15.8
37246,14,16.15
37246,15,16.5
37246,16,17.05
37246,17,17.6
37246,18,17.5
37246,19,17.4
37246,20,17.4
37246,21,17.4
37246,22,16.95
37246,23,16.5
37246,24,16.8
37246,25,17.1
37246,26,17.35
37246,27,17.6
37246,28,17.3
37246,29,17
37246,30,17.05
37246,31,17.1
37246,32,16.95
37246,33,16.8
37246,34,17.05
37246,35,17.3
37246,36,16.75
37246,37,16.2
37246,38,15.95
37246,39,15.7
37246,40,15.4
37246,41,15.1
37246,42,14.95
37246,43,14.8
37246,44,14.2
37246,45,13.6
37246,46,13.25
37246,47,12.9
37246,48,12.95
37247,1,13
37247,2,12.75
37247,3,12.5
37247,4,12.75
37247,5,13
37247,6,13.05
37247,7,13.1
37247,8,12.9
37247,9,12.7
37247,10,13.4
37247,11,14.1
37247,12,14.5
37247,13,14.9
37247,14,15.1
37247,15,15.3
37247,16,15.45
37247,17,15.6
37247,18,15.7
37247,19,15.8
37247,20,15.8
37247,21,15.8
37247,22,16.1
37247,23,16.4
37247,24,16.35
37247,25,16.3
37247,26,16.45
37247,27,16.6
37247,28,16.95
37247,29,17.3
37247,30,17.6
37247,31,17.9
37247,32,17.9
37247,33,17.9
37247,34,17.9
37247,35,17.9
37247,36,18.15
37247,37,18.4
37247,38,18.05
37247,39,17.7
37247,40,16.8
37247,41,15.9
37247,42,15.7
37247,43,15.5
37247,44,15.4
37247,45,15.3
37247,46,14.75
37247,47,14.2
37247,48,14.05
37248,1,13.9
37248,2,13.75
37248,3,13.6
37248,4,13.55
37248,5,13.5
37248,6,13.15
37248,7,12.8
37248,8,12.7
37248,9,12.6
37248,10,12.8
37248,11,13
37248,12,13.25
37248,13,13.5
37248,14,13.85
37248,15,14.2
37248,16,14.75
37248,17,15.3
37248,18,16
37248,19,16.7
37248,20,17.4
37248,21,18.1
37248,22,18.6
37248,23,19.1
37248,24,19.4
37248,25,19.7
37248,26,19.75
37248,27,19.8
37248,28,20.45
37248,29,21.1
37248,30,21.3
37248,31,21.5
37248,32,21.65
37248,33,21.8
37248,34,20.05
37248,35,18.3
37248,36,18.1
37248,37,17.9
37248,38,17.55
37248,39,17.2
37248,40,16.75
37248,41,16.3
37248,42,16
37248,43,15.7
37248,44,15.9
37248,45,16.1
37248,46,15.9
37248,47,15.7
37248,48,15.4
37249,1,15.1
37249,2,15.5
37249,3,15.9
37249,4,15.6
37249,5,15.3
37249,6,15.1
37249,7,14.9
37249,8,14.7
37249,9,14.5
37249,10,14.4
37249,11,14.3
37249,12,14.1
37249,13,13.9
37249,14,13.95
37249,15,14
37249,16,14.3
37249,17,14.6
37249,18,14.9
37249,19,15.2
37249,20,15.7
37249,21,16.2
37249,22,16.7
37249,23,17.2
37249,24,17.55
37249,25,17.9
37249,26,18.1
37249,27,18.3
37249,28,18.5
37249,29,18.7
37249,30,18.75
37249,31,18.8
37249,32,18.9
37249,33,19
37249,34,18.6
37249,35,18.2
37249,36,18.05
37249,37,17.9
37249,38,18.15
37249,39,18.4
37249,40,18.25
37249,41,18.1
37249,42,18.15
37249,43,18.2
37249,44,16.4
37249,45,14.6
37249,46,14.45
37249,47,14.3
37249,48,14.35
37250,1,14.4
37250,2,14.45
37250,3,14.5
37250,4,14.7
37250,5,14.9
37250,6,14.6
37250,7,14.3
37250,8,14.3
37250,9,14.3
37250,10,14.35
37250,11,14.4
37250,12,14.3
37250,13,14.2
37250,14,14.25
37250,15,14.3
37250,16,14.6
37250,17,14.9
37250,18,15.05
37250,19,15.2
37250,20,14.55
37250,21,13.9
37250,22,14.2
37250,23,14.5
37250,24,12.7
37250,25,10.9
37250,26,13.1
37250,27,15.3
37250,28,15.45
37250,29,15.6
37250,30,15.2
37250,31,14.8
37250,32,15.75
37250,33,16.7
37250,34,16.25
37250,35,15.8
37250,36,15.85
37250,37,15.9
37250,38,15.75
37250,39,15.6
37250,40,15.25
37250,41,14.9
37250,42,14.45
37250,43,14
37250,44,14.05
37250,45,14.1
37250,46,13.9
37250,47,13.7
37250,48,13.45
37251,1,13.2
37251,2,13.25
37251,3,13.3
37251,4,13.05
37251,5,12.8
37251,6,13.05
37251,7,13.3
37251,8,13
37251,9,12.7
37251,10,12.9
37251,11,13.1
37251,12,12.9
37251,13,12.7
37251,14,12.65
37251,15,12.6
37251,16,12.55
37251,17,12.5
37251,18,12.5
37251,19,12.5
37251,20,12.65
37251,21,12.8
37251,22,13.05
37251,23,13.3
37251,24,12.35
37251,25,11.4
37251,26,12.2
37251,27,13
37251,28,12.8
37251,29,12.6
37251,30,13.3
37251,31,14
37251,32,14.05
37251,33,14.1
37251,34,14.1
37251,35,14.1
37251,36,14
37251,37,13.9
37251,38,13.8
37251,39,13.7
37251,40,13.45
37251,41,13.2
37251,42,13.25
37251,43,13.3
37251,44,12.2
37251,45,11.1
37251,46,12.5
37251,47,13.9
37251,48,13.5
37252,1,13.1
37252,2,13.05
37252,3,13
37252,4,12.85
37252,5,12.7
37252,6,12.75
37252,7,12.8
37252,8,12.7
37252,9,12.6
37252,10,12.8
37252,11,13
37252,12,12.85
37252,13,12.7
37252,14,12.9
37252,15,13.1
37252,16,13.1
37252,17,13.1
37252,18,13.35
37252,19,13.6
37252,20,13.85
37252,21,14.1
37252,22,14.35
37252,23,14.6
37252,24,14.85
37252,25,15.1
37252,26,15.2
37252,27,15.3
37252,28,15.6
37252,29,15.9
37252,30,15.75
37252,31,15.6
37252,32,15.85
37252,33,16.1
37252,34,16
37252,35,15.9
37252,36,15.25
37252,37,14.6
37252,38,14.75
37252,39,14.9
37252,40,14.8
37252,41,14.7
37252,42,14.8
37252,43,14.9
37252,44,15
37252,45,15.1
37252,46,15.3
37252,47,15.5
37252,48,15.75
37253,1,16
37253,2,15.85
37253,3,15.7
37253,4,15.65
37253,5,15.6
37253,6,15.55
37253,7,15.5
37253,8,15.35
37253,9,15.2
37253,10,15.1
37253,11,15
37253,12,14.9
37253,13,14.8
37253,14,14.8
37253,15,14.8
37253,16,14.8
37253,17,14.8
37253,18,15.05
37253,19,15.3
37253,20,15.45
37253,21,15.6
37253,22,15.8
37253,23,16
37253,24,16.4
37253,25,16.8
37253,26,16.95
37253,27,17.1
37253,28,17.8
37253,29,18.5
37253,30,18.7
37253,31,18.9
37253,32,19.25
37253,33,19.6
37253,34,19.05
37253,35,18.5
37253,36,18
37253,37,17.5
37253,38,16.7
37253,39,15.9
37253,40,15.55
37253,41,15.2
37253,42,15.15
37253,43,15.1
37253,44,14.85
37253,45,14.6
37253,46,14.5
37253,47,14.4
37253,48,14.15
37254,1,13.9
37254,2,13.65
37254,3,13.4
37254,4,13.15
37254,5,12.9
37254,6,12.9
37254,7,12.9
37254,8,13.05
37254,9,13.2
37254,10,13.25
37254,11,13.3
37254,12,14.15
37254,13,15
37254,14,16.4
37254,15,17.8
37254,16,18.6
37254,17,19.4
37254,18,21
37254,19,22.6
37254,20,23.5
37254,21,24.4
37254,22,24.05
37254,23,23.7
37254,24,24.05
37254,25,24.4
37254,26,24.4
37254,27,24.4
37254,28,24.4
37254,29,24.4
37254,30,24.4
37254,31,24.4
37254,32,24.4
37254,33,24.4
37254,34,24.4
37254,35,24.4
37254,36,24.4
37254,37,24.4
37254,38,24.4
37254,39,24.4
37254,40,24.4
37254,41,24.4
37254,42,24.4
37254,43,24.4
37254,44,24.4
37254,45,24.4
37254,46,24.4
37254,47,24.4
37254,48,24.4
37255,1,24.4
37255,2,24.4
37255,3,24.4
37255,4,24.4
37255,5,24.4
37255,6,24.4
37255,7,24.4
37255,8,24.4
37255,9,24.4
37255,10,24.4
37255,11,24.4
37255,12,24.4
37255,13,24.4
37255,14,24.4
37255,15,24.4
37255,16,24.4
37255,17,24.4
37255,18,24.4
37255,19,24.4
37255,20,24.4
37255,21,24.4
37255,22,24.4
37255,23,24.4
37255,24,24.4
37255,25,24.4
37255,26,24.4
37255,27,24.4
37255,28,24.4
37255,29,24.4
37255,30,24.4
37255,31,24.4
37255,32,24.4
37255,33,24.4
37255,34,24.4
37255,35,24.4
37255,36,24.4
37255,37,24.4
37255,38,24.4
37255,39,24.4
37255,40,24.4
37255,41,24.4
37255,42,24.4
37255,43,24.4
37255,44,24.4
37255,45,24.4
37255,46,24.4
37255,47,24.4
37255,48,24.4
37256,1,24.4
37256,2,24.4
37256,3,24.4
37256,4,24.4
37256,5,24.4
37256,6,24.4
37256,7,24.4
37256,8,24.4
37256,9,24.4
37256,10,24.4
37256,11,24.4
37256,12,24.4
37256,13,24.4
37256,14,24.4
37256,15,24.4
37256,16,24.4
37256,17,24.4
37256,18,24.4
37256,19,24.4
37256,20,24.4
37256,21,24.4
37256,22,24.4
37256,23,24.4
37256,24,24.4
37256,25,24.4
37256,26,24.4
37256,27,24.4
37256,28,24.4
37256,29,24.4
37256,30,24.4
37256,31,24.4
37256,32,24.4
37256,33,24.4
37256,34,24.4
37256,35,24.4
37256,36,24.4
37256,37,24.4
37256,38,24.4
37256,39,24.4
37256,40,24.4
37256,41,24.4
37256,42,24.4
37256,43,24.4
37256,44,24.4
37256,45,24.4
37256,46,24.4
37256,47,24.4
37256,48,24.4
37257,1,24.4
37257,2,24.4
37257,3,24.4
37257,4,24.4
37257,5,24.4
37257,6,24.4
37257,7,24.4
37257,8,24.4
37257,9,24.4
37257,10,24.4
37257,11,24.4
37257,12,24.4
37257,13,24.4
37257,14,24.4
37257,15,24.4
37257,16,24.4
37257,17,24.4
37257,18,24.4
37257,19,24.4
37257,20,24.4
37257,21,24.4
37257,22,24.4
37257,23,24.4
37257,24,24.4
37257,25,24.4
37257,26,20.2
37257,27,16
37257,28,15.7
37257,29,15.4
37257,30,15.55
37257,31,15.7
37257,32,16.1
37257,33,16.5
37257,34,16.35
37257,35,16.2
37257,36,15.95
37257,37,15.7
37257,38,15.65
37257,39,15.6
37257,40,15.7
37257,41,15.8
37257,42,15.7
37257,43,15.6
37257,44,15.55
37257,45,15.5
37257,46,15.1
37257,47,14.7
37257,48,14.7
37258,1,14.7
37258,2,14.6
37258,3,14.5
37258,4,14.45
37258,5,14.4
37258,6,14.45
37258,7,14.5
37258,8,14.3
37258,9,14.1
37258,10,14.1
37258,11,14.1
37258,12,13.8
37258,13,13.5
37258,14,13.5
37258,15,13.5
37258,16,13.7
37258,17,13.9
37258,18,13.95
37258,19,14
37258,20,13.6
37258,21,13.2
37258,22,12.25
37258,23,11.3
37258,24,12.9
37258,25,14.5
37258,26,14.35
37258,27,14.2
37258,28,13.75
37258,29,13.3
37258,30,13.3
37258,31,13.3
37258,32,13.75
37258,33,14.2
37258,34,14.45
37258,35,14.7
37258,36,15.4
37258,37,16.1
37258,38,16.1
37258,39,16.1
37258,40,15.8
37258,41,15.5
37258,42,15.15
37258,43,14.8
37258,44,14.65
37258,45,14.5
37258,46,14.5
37258,47,14.5
37258,48,14.45
37259,1,14.4
37259,2,14.4
37259,3,14.4
37259,4,14.45
37259,5,14.5
37259,6,14.3
37259,7,14.1
37259,8,14.2
37259,9,14.3
37259,10,14.35
37259,11,14.4
37259,12,14.55
37259,13,14.7
37259,14,14.65
37259,15,14.6
37259,16,14.85
37259,17,15.1
37259,18,15.1
37259,19,15.1
37259,20,15.25
37259,21,15.4
37259,22,15.4
37259,23,15.4
37259,24,15.4
37259,25,15.4
37259,26,15.6
37259,27,15.8
37259,28,15.8
37259,29,15.8
37259,30,16
37259,31,16.2
37259,32,16.35
37259,33,16.5
37259,34,16.45
37259,35,16.4
37259,36,16.45
37259,37,16.5
37259,38,16.15
37259,39,15.8
37259,40,15.55
37259,41,15.3
37259,42,15.05
37259,43,14.8
37259,44,15.35
37259,45,15.9
37259,46,15.85
37259,47,15.8
37259,48,15.5
37260,1,15.2
37260,2,15.1
37260,3,15
37260,4,14.9
37260,5,14.8
37260,6,14.6
37260,7,14.4
37260,8,14.3
37260,9,14.2
37260,10,14.25
37260,11,14.3
37260,12,14.25
37260,13,14.2
37260,14,14.25
37260,15,14.3
37260,16,14.4
37260,17,14.5
37260,18,14.8
37260,19,15.1
37260,20,15.4
37260,21,15.7
37260,22,16.2
37260,23,16.7
37260,24,16.6
37260,25,16.5
37260,26,16.3
37260,27,16.1
37260,28,16.25
37260,29,16.4
